## Mon Oct 24 05:02:52 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WA5_RS08030	196627.cg1813	0.0	2151.0	COG0458@1|root,COG0458@2|Bacteria,2GK5N@201174|Actinobacteria,22K6J@1653|Corynebacteriaceae	201174|Actinobacteria	F	Carbamoyl-phosphate synthetase ammonia chain	carB	GO:0000050,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016020,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_L_D2,CPSase_L_D3,MGS
WA5_RS08035	196627.cg1814	2.75e-288	786.0	COG0505@1|root,COG0505@2|Bacteria,2GKFA@201174|Actinobacteria,22K63@1653|Corynebacteriaceae	201174|Actinobacteria	F	Belongs to the CarA family	carA	GO:0000050,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005951,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0019627,GO:0019752,GO:0032991,GO:0034641,GO:0040007,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1383	CPSase_sm_chain,GATase
WA5_RS08040	196627.cg1815	0.0	896.0	COG0044@1|root,COG0044@2|Bacteria,2GJ0T@201174|Actinobacteria,22KJ1@1653|Corynebacteriaceae	201174|Actinobacteria	F	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily	pyrC	GO:0003674,GO:0003824,GO:0004038,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006145,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0019439,GO:0034641,GO:0040007,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
WA5_RS08045	196627.cg1816	2.44e-216	598.0	COG0540@1|root,COG0540@2|Bacteria,2GKNA@201174|Actinobacteria,22K2F@1653|Corynebacteriaceae	201174|Actinobacteria	F	Belongs to the ATCase OTCase family	pyrB	GO:0003674,GO:0003824,GO:0004070,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
WA5_RS08050	196627.cg1817	1.67e-129	369.0	COG2065@1|root,COG2065@2|Bacteria,2GJNP@201174|Actinobacteria,22KSE@1653|Corynebacteriaceae	201174|Actinobacteria	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant	pyrR	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	2.4.2.9	ko:K02825	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000,ko03000	-	-	-	Pribosyltran
WA5_RS08055	196627.cg1819	0.0	999.0	COG1090@1|root,COG4276@1|root,COG1090@2|Bacteria,COG4276@2|Bacteria,2GJS0@201174|Actinobacteria,22K4G@1653|Corynebacteriaceae	201174|Actinobacteria	S	nucleoside-diphosphate sugar epimerase	-	-	-	ko:K07071	-	-	-	-	ko00000	-	-	-	DUF1731,Epimerase
WA5_RS08060	196627.cg1821	1.38e-112	323.0	2BBAR@1|root,324TG@2|Bacteria,2HNSN@201174|Actinobacteria,22P0G@1653|Corynebacteriaceae	201174|Actinobacteria	S	Putative bacterial sensory transduction regulator	-	-	-	-	-	-	-	-	-	-	-	-	YbjN
WA5_RS08065	196627.cg1822	3.29e-104	301.0	2A37X@1|root,30RPI@2|Bacteria,2HNF2@201174|Actinobacteria,22NAM@1653|Corynebacteriaceae	201174|Actinobacteria	S	Putative bacterial sensory transduction regulator	-	-	-	-	-	-	-	-	-	-	-	-	YbjN
WA5_RS08075	196627.cg1824	6.97e-128	367.0	COG0781@1|root,COG0781@2|Bacteria,2IM3D@201174|Actinobacteria,22N8Y@1653|Corynebacteriaceae	201174|Actinobacteria	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	GO:0008150,GO:0040007	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
WA5_RS08080	196627.cg1825	4.98e-131	372.0	COG0231@1|root,COG0231@2|Bacteria,2GJMS@201174|Actinobacteria,22JZS@1653|Corynebacteriaceae	201174|Actinobacteria	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase	efp	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02356	-	-	-	-	ko00000,ko03012	-	-	-	EFP,EFP_N,Elong-fact-P_C
WA5_RS08085	196627.cg1826	3.37e-251	690.0	COG0006@1|root,COG0006@2|Bacteria,2GM7D@201174|Actinobacteria,22KUP@1653|Corynebacteriaceae	201174|Actinobacteria	E	Belongs to the peptidase M24B family	pepQ	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0016787,GO:0019538,GO:0030145,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.11.9,3.4.13.9	ko:K01262,ko:K01271	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24
WA5_RS08090	196627.cg1827	1.7e-261	716.0	COG0337@1|root,COG0337@2|Bacteria,2GIUZ@201174|Actinobacteria,22KC9@1653|Corynebacteriaceae	201174|Actinobacteria	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	aroB	GO:0003674,GO:0003824,GO:0003856,GO:0005488,GO:0005507,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0030312,GO:0040007,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.71,4.2.3.4	ko:K01735,ko:K13829	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412,R03083	RC00002,RC00078,RC00847	ko00000,ko00001,ko00002,ko01000	-	-	-	DHQ_synthase,SKI
WA5_RS08095	196627.cg1828	3.4e-127	362.0	COG0703@1|root,COG0703@2|Bacteria,2GRFW@201174|Actinobacteria,22NB9@1653|Corynebacteriaceae	201174|Actinobacteria	F	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	aroK	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004765,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019438,GO:0019632,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0046872,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615	2.7.1.71	ko:K00891	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	SKI
WA5_RS08100	196627.cg1829	1.07e-286	784.0	COG0082@1|root,COG0082@2|Bacteria,2GJJN@201174|Actinobacteria,22JZH@1653|Corynebacteriaceae	201174|Actinobacteria	E	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system	aroC	GO:0000166,GO:0003674,GO:0003824,GO:0004107,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0010181,GO:0016053,GO:0016491,GO:0016651,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0032553,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	4.2.3.5	ko:K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01714	RC00586	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2540c	Chorismate_synt
WA5_RS08105	196627.cg1830	6.47e-77	230.0	COG1989@1|root,COG1989@2|Bacteria,2GRWA@201174|Actinobacteria,22P7H@1653|Corynebacteriaceae	201174|Actinobacteria	NOU	Peptidase A24	-	-	3.4.23.43	ko:K02654	-	M00331	-	-	ko00000,ko00002,ko01000,ko01002,ko02035,ko02044	3.A.15.2	-	-	Peptidase_A24
WA5_RS08110	196627.cg1831	7.43e-69	207.0	COG0640@1|root,COG0640@2|Bacteria,2GR57@201174|Actinobacteria,22NSV@1653|Corynebacteriaceae	201174|Actinobacteria	K	transcriptional	-	-	-	ko:K21903	-	-	-	-	ko00000,ko03000	-	-	-	HTH_20,HTH_5,MarR_2
WA5_RS08115	196627.cg1832	6.58e-235	649.0	COG0609@1|root,COG0609@2|Bacteria,2GK8Z@201174|Actinobacteria,22JSE@1653|Corynebacteriaceae	201174|Actinobacteria	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	znuB2	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
WA5_RS08120	196627.cg1833	4.99e-224	618.0	COG0614@1|root,COG0614@2|Bacteria,2I8FC@201174|Actinobacteria,22MBN@1653|Corynebacteriaceae	201174|Actinobacteria	P	ABC-type Fe3 -hydroxamate transport system, periplasmic component	znuA2	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
WA5_RS08125	196627.cg1834	1.1e-177	495.0	COG1120@1|root,COG1120@2|Bacteria,2GN5T@201174|Actinobacteria,22R7P@1653|Corynebacteriaceae	201174|Actinobacteria	HP	transport systems ATPase components	znuC2	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
WA5_RS08130	196627.cg1835	1.34e-195	542.0	COG0169@1|root,COG0169@2|Bacteria,2GPQQ@201174|Actinobacteria,22KNJ@1653|Corynebacteriaceae	201174|Actinobacteria	E	Shikimate	aroE	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2552c	Shikimate_DH,Shikimate_dh_N
WA5_RS08135	196627.cg1836	4.47e-276	755.0	COG1559@1|root,COG1559@2|Bacteria,2GKGQ@201174|Actinobacteria,22JVQ@1653|Corynebacteriaceae	201174|Actinobacteria	S	Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation	mltG	-	-	ko:K07082	-	-	-	-	ko00000	-	-	-	YceG
WA5_RS08140	196627.cg1837	5e-124	353.0	COG0816@1|root,COG0816@2|Bacteria,2IQB0@201174|Actinobacteria,22MZP@1653|Corynebacteriaceae	201174|Actinobacteria	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	ruvX	GO:0000966,GO:0000967,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
WA5_RS08145	196627.cg1838	0.0	1739.0	COG0013@1|root,COG0013@2|Bacteria,2GIUG@201174|Actinobacteria,22K4N@1653|Corynebacteriaceae	201174|Actinobacteria	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	GO:0003674,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
WA5_RS08150	196627.cg1839	0.0	872.0	COG2256@1|root,COG2256@2|Bacteria,2GKDP@201174|Actinobacteria,22K5K@1653|Corynebacteriaceae	201174|Actinobacteria	L	ATPase related to the helicase subunit of the Holliday junction resolvase	rarA	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
WA5_RS08155	196627.cg1840	9.51e-283	773.0	COG2334@1|root,COG2334@2|Bacteria,2HA2Y@201174|Actinobacteria,22JYD@1653|Corynebacteriaceae	201174|Actinobacteria	S	A protein kinase that phosphorylates Ser and Thr residues. Probably acts to suppress the effects of stress linked to accumulation of reactive oxygen species. Probably involved in the extracytoplasmic stress response	-	-	-	-	-	-	-	-	-	-	-	-	APH
WA5_RS08160	196627.cg1841	0.0	1182.0	COG0173@1|root,COG0173@2|Bacteria,2GJHU@201174|Actinobacteria,22JTS@1653|Corynebacteriaceae	201174|Actinobacteria	J	Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn)	aspS	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	6.1.1.12	ko:K01876	ko00970,map00970	M00359,M00360	R05577	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	GAD,tRNA-synt_2,tRNA_anti-codon
WA5_RS08165	196627.cg1842	1.11e-202	560.0	COG2321@1|root,COG2321@2|Bacteria,2H3UT@201174|Actinobacteria,22K9F@1653|Corynebacteriaceae	201174|Actinobacteria	S	Metalloprotease	ypfJ	GO:0005575,GO:0005576	-	ko:K07054	-	-	-	-	ko00000	-	-	-	Zn_peptidase
WA5_RS08170	196627.cg1843	0.0	1738.0	COG0553@1|root,COG0553@2|Bacteria,2GISC@201174|Actinobacteria,22K8F@1653|Corynebacteriaceae	201174|Actinobacteria	L	Superfamily II DNA RNA helicases, SNF2 family	-	-	-	-	-	-	-	-	-	-	-	-	HHH_5,Helicase_C,SNF2_N
WA5_RS08175	196627.cg1844	2.08e-281	788.0	COG1511@1|root,COG1511@2|Bacteria,2GKEM@201174|Actinobacteria,22JK1@1653|Corynebacteriaceae	201174|Actinobacteria	S	YhgE Pip domain protein	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane_3,DUF3533
WA5_RS08180	196627.cg1845	7.41e-145	409.0	COG1121@1|root,COG1121@2|Bacteria,2I2N4@201174|Actinobacteria,22NGX@1653|Corynebacteriaceae	201174|Actinobacteria	P	(ABC) transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
WA5_RS08185	196627.cg1846	6e-142	400.0	COG1309@1|root,COG1309@2|Bacteria,2HNIZ@201174|Actinobacteria,22NJH@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
WA5_RS08190	196627.cg1847	3.27e-168	470.0	COG0517@1|root,COG0517@2|Bacteria,2H6NU@201174|Actinobacteria,22MX8@1653|Corynebacteriaceae	201174|Actinobacteria	S	CBS domain	-	-	-	-	-	-	-	-	-	-	-	-	CBS
WA5_RS08195	196627.cg1848	4.32e-283	771.0	COG2141@1|root,COG2141@2|Bacteria,2GKCU@201174|Actinobacteria,22KR7@1653|Corynebacteriaceae	201174|Actinobacteria	C	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related	-	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
WA5_RS08210	196627.cg1852	0.0	890.0	COG1760@1|root,COG1760@2|Bacteria,2GJPA@201174|Actinobacteria,22JZM@1653|Corynebacteriaceae	201174|Actinobacteria	E	L-serine deaminase	sdaA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha,SDH_beta
WA5_RS08215	196627.cg1853	0.0	1111.0	COG0578@1|root,COG0578@2|Bacteria,2GJKN@201174|Actinobacteria,22JJY@1653|Corynebacteriaceae	201174|Actinobacteria	C	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family	glpD	-	1.1.5.3	ko:K00111	ko00564,ko01110,map00564,map01110	-	R00848	RC00029	ko00000,ko00001,ko01000	-	-	-	DAO,DAO_C
WA5_RS08220	196627.cg1855	6.31e-310	844.0	COG0124@1|root,COG0124@2|Bacteria,2GIYJ@201174|Actinobacteria,22K0R@1653|Corynebacteriaceae	201174|Actinobacteria	J	histidyl-tRNA synthetase	hisS	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	6.1.1.21	ko:K01892	ko00970,map00970	M00359,M00360	R03655	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_His
WA5_RS08225	196627.cg1856	2.62e-157	440.0	COG0491@1|root,COG0491@2|Bacteria,2GJ7I@201174|Actinobacteria,22RAS@1653|Corynebacteriaceae	201174|Actinobacteria	S	Zn-dependent hydrolases including glyoxylases	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
WA5_RS08230	196627.cg1857	4.31e-194	539.0	COG0652@1|root,COG0652@2|Bacteria,2GN8G@201174|Actinobacteria,22K3M@1653|Corynebacteriaceae	201174|Actinobacteria	O	Peptidyl-prolyl cis-trans isomerase	ppiB	-	5.2.1.8	ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Pro_isomerase
